Gmt time,Open,High,Low,Close,Volume
01.01.2016 00:00:00.000,120.230,120.230,120.230,120.230,0
02.01.2016 00:00:00.000,120.230,120.230,120.230,120.230,0
03.01.2016 00:00:00.000,120.188,120.385,120.183,120.316,4554270019.5313
04.01.2016 00:00:00.000,120.315,120.464,118.703,119.469,146692812500
05.01.2016 00:00:00.000,119.475,119.694,118.794,119.110,156293906250
06.01.2016 00:00:00.000,119.109,119.161,118.251,118.622,178412546875
07.01.2016 00:00:00.000,118.623,118.753,117.328,117.531,208172343750
08.01.2016 00:00:00.000,117.531,118.830,117.222,117.222,189598562500
09.01.2016 00:00:00.000,117.222,117.222,117.222,117.222,0
10.01.2016 00:00:00.000,117.222,117.222,116.695,117.058,10762809570.3125
11.01.2016 00:00:00.000,117.060,118.025,116.971,117.684,196173656250
12.01.2016 00:00:00.000,117.682,118.072,117.227,117.835,198056187500
13.01.2016 00:00:00.000,117.835,118.379,117.372,117.415,187727343750
14.01.2016 00:00:00.000,117.415,118.279,117.293,118.225,213431750000
15.01.2016 00:00:00.000,118.225,118.262,116.508,116.967,223095765625
16.01.2016 00:00:00.000,116.967,116.967,116.967,116.967,0
17.01.2016 00:00:00.000,116.679,117.052,116.658,116.997,7524149902.3438
18.01.2016 00:00:00.000,117.001,117.441,116.924,117.399,140341562500
19.01.2016 00:00:00.000,117.401,118.114,117.233,117.566,180902703125
20.01.2016 00:00:00.000,117.565,117.566,115.974,117.198,238727187500
21.01.2016 00:00:00.000,117.198,117.937,116.470,117.928,272544718750
22.01.2016 00:00:00.000,117.927,118.877,117.539,118.768,192109609375
23.01.2016 00:00:00.000,118.768,118.768,118.768,118.768,0
24.01.2016 00:00:00.000,118.654,118.789,118.559,118.559,4617000000
25.01.2016 00:00:00.000,118.559,118.855,118.172,118.234,173302437500
26.01.2016 00:00:00.000,118.234,118.621,117.656,118.386,171653937500
27.01.2016 00:00:00.000,118.386,119.066,118.043,118.479,194101093750
28.01.2016 00:00:00.000,118.482,118.991,118.414,118.927,188795718750
29.01.2016 00:00:00.000,118.927,121.686,118.498,121.120,217156750000
30.01.2016 00:00:00.000,121.120,121.120,121.120,121.120,0
31.01.2016 00:00:00.000,121.330,121.487,121.155,121.348,8397639648.4375
01.02.2016 00:00:00.000,121.345,121.439,120.677,120.855,161690687500
02.02.2016 00:00:00.000,120.855,121.012,119.684,119.849,181471812500
03.02.2016 00:00:00.000,119.849,120.043,117.052,118.166,239275625000
04.02.2016 00:00:00.000,118.166,118.212,116.527,116.854,235747125000
05.02.2016 00:00:00.000,116.851,117.428,116.292,116.817,203091078125
06.02.2016 00:00:00.000,116.817,116.817,116.817,116.817,0
07.02.2016 00:00:00.000,116.801,117.001,116.801,116.948,8589120117.1875
08.02.2016 00:00:00.000,116.952,117.525,115.172,115.666,215709484375
09.02.2016 00:00:00.000,115.664,115.664,114.209,115.184,272925812500
10.02.2016 00:00:00.000,115.183,115.217,113.117,113.241,275773750000
11.02.2016 00:00:00.000,113.241,113.486,110.980,112.490,289586968750
12.02.2016 00:00:00.000,112.487,113.538,111.657,113.192,257547062500
13.02.2016 00:00:00.000,113.192,113.192,113.192,113.192,0
14.02.2016 00:00:00.000,113.397,113.706,113.298,113.676,7915390136.7188
15.02.2016 00:00:00.000,113.675,114.729,113.273,114.351,177143453125
16.02.2016 00:00:00.000,114.353,114.876,113.595,114.135,202040390625
17.02.2016 00:00:00.000,114.132,114.504,113.374,114.290,201425890625
18.02.2016 00:00:00.000,114.289,114.317,113.142,113.253,177056609375
19.02.2016 00:00:00.000,113.255,113.295,112.306,112.558,179428609375
20.02.2016 00:00:00.000,112.558,112.558,112.558,112.558,0
21.02.2016 00:00:00.000,112.557,112.639,112.424,112.523,6428620117.1875
22.02.2016 00:00:00.000,112.528,113.388,112.508,112.954,161663625000
23.02.2016 00:00:00.000,112.953,112.997,111.773,111.907,202728046875
24.02.2016 00:00:00.000,111.908,112.264,111.042,112.063,212603359375
25.02.2016 00:00:00.000,112.064,113.165,111.982,113.141,216103187500
26.02.2016 00:00:00.000,113.142,113.992,112.561,113.980,175278140625
27.02.2016 00:00:00.000,113.980,113.980,113.980,113.980,0
28.02.2016 00:00:00.000,113.955,113.983,113.558,113.715,7589919921.875
29.02.2016 00:00:00.000,113.717,113.856,112.184,112.410,200745906250
01.03.2016 00:00:00.000,112.412,114.183,112.158,113.915,190956687500
02.03.2016 00:00:00.000,113.916,114.555,113.215,113.489,199478937500
03.03.2016 00:00:00.000,113.489,114.268,113.299,113.689,193580843750
04.03.2016 00:00:00.000,113.689,114.257,113.121,113.714,206281343750
05.03.2016 00:00:00.000,113.714,113.714,113.714,113.714,0
06.03.2016 00:00:00.000,113.920,113.931,113.753,113.826,8537410156.25
07.03.2016 00:00:00.000,113.828,113.859,113.225,113.491,163416203125
08.03.2016 00:00:00.000,113.489,113.512,112.424,112.692,203671687500
09.03.2016 00:00:00.000,112.692,113.453,112.228,113.231,183429546875
10.03.2016 00:00:00.000,113.231,114.446,112.610,112.846,244720468750
11.03.2016 00:00:00.000,112.847,113.917,112.753,113.838,179211734375
12.03.2016 00:00:00.000,113.838,113.838,113.838,113.838,0
13.03.2016 00:00:00.000,113.925,113.958,113.640,113.775,8120370117.1875
14.03.2016 00:00:00.000,113.772,114.007,113.506,113.823,140188250000
15.03.2016 00:00:00.000,113.828,114.136,112.630,113.102,173735234375
16.03.2016 00:00:00.000,113.101,113.817,112.329,112.794,182457781250
17.03.2016 00:00:00.000,112.794,112.956,110.666,111.363,221647875000
18.03.2016 00:00:00.000,111.366,111.758,110.819,111.531,165186515625
19.03.2016 00:00:00.000,111.531,111.531,111.531,111.531,0
20.03.2016 00:00:00.000,111.509,111.590,111.334,111.440,8475929687.5
21.03.2016 00:00:00.000,111.440,112.173,111.219,112.146,132956156250
22.03.2016 00:00:00.000,112.143,112.488,111.379,112.249,175775484375
23.03.2016 00:00:00.000,112.254,112.905,112.141,112.423,161083328125
24.03.2016 00:00:00.000,112.422,113.006,112.294,112.832,138104093750
25.03.2016 00:00:00.000,112.838,113.320,112.811,113.066,47746339843.75
26.03.2016 00:00:00.000,113.066,113.066,113.066,113.066,0
27.03.2016 00:00:00.000,113.157,113.482,113.108,113.461,8746360351.5625
28.03.2016 00:00:00.000,113.464,113.687,113.149,113.368,85014226562.5
29.03.2016 00:00:00.000,113.368,113.802,112.611,112.674,154470921875
30.03.2016 00:00:00.000,112.675,112.697,112.015,112.380,149699140625
31.03.2016 00:00:00.000,112.380,112.660,112.110,112.513,146012062500
01.04.2016 00:00:00.000,112.516,112.529,111.583,111.649,165549656250
02.04.2016 00:00:00.000,111.649,111.649,111.649,111.649,0
03.04.2016 00:00:00.000,111.602,111.798,111.559,111.692,7151310058.5938
04.04.2016 00:00:00.000,111.692,111.739,111.097,111.226,145270296875
05.04.2016 00:00:00.000,111.224,111.272,109.949,110.373,189267843750
06.04.2016 00:00:00.000,110.374,110.638,109.342,109.721,160908625000
07.04.2016 00:00:00.000,109.720,109.903,107.666,108.474,207881187500
08.04.2016 00:00:00.000,108.476,109.097,108.022,108.032,160800843750
09.04.2016 00:00:00.000,108.032,108.032,108.032,108.032,0
