date,price,price_direction
2017-08-24,109.519,up
2017-08-25,109.3495,down
2017-08-26,109.3495,up
2017-08-27,109.34049999999999,down
2017-08-28,108.7295,down
2017-08-29,109.7695,up
2017-08-30,110.472,up
2017-08-31,110.13300000000001,down
2017-09-01,115.98949999999999,up
2017-09-02,113.432,down
2017-09-03,115.1445,up
2017-09-04,111.22200000000001,down
2017-09-05,113.701,up
2017-09-06,110.334,down
2017-09-07,113.97399999999999,up
2017-09-08,110.0395,down
2017-09-09,107.8445,down
2017-09-10,112.676,up
2017-09-11,113.36349999999999,up
2017-09-12,113.47,up
2017-09-13,110.4985,down
2017-09-14,109.9395,down
2017-09-15,110.83449999999999,up
2017-09-16,110.83449999999999,up
2017-09-17,111.179,up
2017-09-18,111.488,up
2017-09-19,111.59,up
2017-09-20,112.55,up
2017-09-21,112.4555,down
2017-09-22,111.9945,down
2017-09-23,111.9945,up
2017-09-24,112.44550000000001,up
2017-09-25,111.738,down
2017-09-26,112.38550000000001,up
2017-09-27,112.888,up
2017-09-28,112.481,down
2017-09-29,112.50200000000001,up
2017-09-30,112.50200000000001,up
2017-10-01,115.8715,up
2017-10-02,113.19800000000001,down
2017-10-03,114.78800000000001,up
2017-10-04,110.693,down
2017-10-05,114.33699999999999,up
2017-10-06,110.334,down
2017-10-07,114.0635,up
2017-10-08,109.098,down
2017-10-09,108.246,down
2017-10-10,112.356,up
2017-10-11,113.5305,up
2017-10-12,113.566,up
2017-10-13,111.8485,down
2017-10-14,111.8485,up
2017-10-15,111.876,up
2017-10-16,112.184,up
2017-10-17,112.21449999999999,up
2017-10-18,113.0115,up
2017-10-19,112.679,down
2017-10-20,113.5255,up
2017-10-21,113.5255,up
2017-10-22,114.06,up
2017-10-23,113.3355,down
2017-10-24,113.94399999999999,up
2017-10-25,113.5815,down
2017-10-26,114.119,up
2017-10-27,113.6785,down
2017-10-28,113.6785,up
2017-10-29,113.7245,up
2017-10-30,113.0155,down
2017-10-31,113.654,up
2017-11-01,115.0975,up
